review_status,decision_kind,old_bank_deposit_id,new_bank_deposit_id,deposit_date,amount,memo,prior_reason,prior_note,owner_exclusion_reason,owner_inclusion_descriptor
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_04606997a3471cee503179ca,bdep_03d9c310374375b53be4e2cf,1/16/2019,485.2,STRIPE           TRANSFER                          X,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_04c0d657ca0cc025f71c038a,bdep_72ecee94429927723411fcd1,7/2/2019,33.68,STRIPE           TRANSFER          ST-O2V8R7B3L0X3 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_04c9aed86610353c22cf5f7a,bdep_1dbbb5f43160162a68cf1ea5,11/30/2018,28.83,STRIPE           TRANSFER                          X 201811302,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_0533cf98954fe1c6021692b8,bdep_d7ac2c49355a4198ee9906e2,3/27/2020,485.2,STRIPE           TRANSFER          ST-A1V8P6B1E4R2 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_06eb2714972c6f2300934227,bdep_a3dd377460c19b5be76c2811,8/3/2020,496.38,STRIPE           TRANSFER          ST-E3Q8R4B2K6H3 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_07260dd539f84328c1c9f3b3,bdep_5f2cb125b5e47dcadd943a73,12/3/2020,94,GUSTO            HIST RTN   201203 6semjp4npbo     The Wildflower Foundat,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_077aea0d4b36b13ac2f62961,bdep_43d05e4dac35cad416311d7e,2/11/2021,24.82,STRIPE           TRANSFER          ST-Y1X7M0J8B7R5 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_099997efd0c8a2af40706851,bdep_3be45b6dbe250adac337908a,5/5/2017,15,PARTIAL WIRE TRANS SVC CHARGE REVERSAL,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_0b565698a07a42bf47d3ccaa,bdep_278cb6917be76fc869b8fe72,3/4/2020,485.2,STRIPE           TRANSFER          ST-A3Z9A1R4D3S6 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_0bc6160c59be749803463325,bdep_789de53f1bdb69348c83001a,11/8/2024,1500,ACUDEN           EFT PAY    241108 XXXXXXXX61341   THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_0c2803231f9e77fe0b0b7b39,bdep_0699cef53c981e441b61a2bf,2/12/2018,187.5,INTUIT PYMT SOLN DEPOSIT 180210 524771997507722 THE WILDFLOWER FOUNDAT,loan,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_0e61941574c4fdd73056cf73,bdep_055f2ecb83bc6306cf7c227d,12/10/2020,33.68,STRIPE           TRANSFER          ST-N9T1S6O5B3W8 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_0e7422e335f0aa5dd3e7e293,bdep_61e147f32079dabbef8fdfa8,7/13/2020,2527.8,TELE-TRANSFER FR XXXXXX5891 REFERENCE #TF08GXM53F,loan,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_0e8c911000dd82fe4fa193c2,bdep_2fd5d0da7b1336acf7063633,2/9/2024,14000,"WT FED#03296 US BANK, NA           /ORG=FUTURE FOCUSED SOLUTIONS LLC                  SRF#        240209B01LWX TRN#XXXXX",intercompany_transfer,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_0ed33b4410857e8f5750755d,bdep_960419d169ecd654a71a5caa,3/11/2020,480.2,STRIPE           TRANSFER          ST-H4O0F9U8X7A7 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_0f72a82b733830d00e7de59f,bdep_b5ba979600af67a4da59a4d7,3/13/2019,485.2,STRIPE           TRANSFER                          X,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_0fc699ab506640a4e7b0e6f7,bdep_a344d4bb876d99917816ce48,6/23/2020,23.97,STRIPE           TRANSFER          ST-E4A4H0N9W0R7 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_1074c96114915ff27436b186,bdep_6c48330bc340d3b9fe8c0588,4/29/2022,266,DEPARTAMENTO DEL HIST RTN   220429 927017          THE WILDFLOWER FOUND,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_13a847764ebc284adfa8179e,bdep_af1e6c7493ce688d71d1aa5a,3/6/2019,970.7,STRIPE           TRANSFER                          X,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_13bb6616f63875316eae86e4,bdep_2db66d8f2ebe15e8cd184d2d,11/1/2018,727.65,STRIPE           TRANSFER                          X 201811012,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_144b9bcdf4b513d045beba06,bdep_17ad521f20193fe8dd5dae68,10/4/2018,539.03,STRIPE TRANSFER X,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_14b4b38cdb6b4cc597da06a4,bdep_4cf36ed34184fc5693435598,7/26/2019,485.2,STRIPE           TRANSFER          ST-K8S9J3Y8T0A9 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_14bc450cd7632d3a5025fe66,bdep_e1bea92b29b07050cf62cdb9,4/10/2019,28.83,STRIPE           TRANSFER          ST-N9O7V1H3G6Y5 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_15938dfc2f5d70f951d7c2a9,bdep_35ee61461b2cbc06b8fc3ff3,2/3/2025,716.13,ATM CHECK DEPOSIT              ON              02/02 7900 Xerxes Ave S Ste 201 Bloomington   MN  0000276           ATM I,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_15fe37aefd78d1994efb63a6,bdep_7aacf019897f4a9b6239eb41,1/10/2020,33.68,STRIPE           TRANSFER          ST-I0L1B5I6Y2A2 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_1740e9d1a8e96c224e12e989,bdep_4404c87e1a666e43d551e1ae,3/12/2021,1455.6,STRIPE           TRANSFER          ST-S7M3Z0T8V8T3 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_174a7e848c7104710c4af160,bdep_7a8c58ffd77695e26b6145c4,2/2/2021,474.68,GUSTO            TAX 921464 210202 6semjpcisoq     The Wildflower Foundat,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_1af3639446f5bc642a83b313,bdep_951ca3e2a467f18a3f7557c3,7/6/2020,2417.53,STRIPE           TRANSFER          ST-G6P9N2S9G7W5 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_1bb010358d48f936497df051,bdep_7a7343822d878cc1484975c9,7/1/2019,175.02,STRIPE           TRANSFER          ST-L4P8R9I3E2V0 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_1ce21d1fc66b3f2fd533622f,bdep_cf7957d92484e739506b3c9a,9/1/2020,1600.04,IRS              HIST RTN   200901 270064401553350 WILDFLOWER FOUNDATION,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_221df7d7735cc2e5ea940dfe,bdep_741ec8ccbe00dae91a7882b6,5/8/2019,14745,ATM CHECK DEPOSIT              ON              05/08 3030 NICOLLET AVE         MINNEAPOLIS   MN  0003438           ATM I,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_23223a73f9fc1185eaab4592,bdep_c75c42b3837d7df3de19dc0b,3/11/2019,28.83,STRIPE           TRANSFER                          X,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_24be8d30ddda8fb38e16054f,bdep_29e082672a506ad11f06641e,3/24/2021,1094.49,STRIPE           TRANSFER          ST-O4H5C2Y3I8D5 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_25bb67ba782b8a8e1116ad24,bdep_9c5f61d4d013f0d2aa939991,7/25/2022,113.44,ATM CHECK DEPOSIT              ON              07/23 1505 W Lake St            Minneapolis   MN  0000372           ATM I,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_26a168c89228bb153c8b804a,bdep_cb71edfc8f55eddb448d13e6,11/26/2024,1282.33,Urban Village Mo Receivable        016UOCCKT3K7MON 016UOCCKT3K7MON Urban Village Mo Bill.com From M,membership,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_26f76e60c83796cd28b74335,bdep_67ec63f7402854373b9bc7f6,2/8/2024,30,MBI              SETL       240207 MED-I-BANK      MED-I-BANK,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_281049f5074c2b2b2431f8eb,bdep_0ca8fd787cfe4d4381e74f87,4/29/2020,96.8,STRIPE           TRANSFER          ST-I8B0B4K6O6X5 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_287167f916cd7056f83247e5,bdep_7439467384ea1634efef1197,10/17/2018,5000,eDeposit in Branch/Store 10/17/18 09:16:00 AM 4712 CHICAGO AVE MINNEAPOLIS MN 7365,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_28d42dff1dd8dac426b315b6,bdep_716257d26b9b3723e9d3c343,7/24/2019,970.4,STRIPE           TRANSFER          ST-A3I2Z8N1J6W8 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_28ed3e88b62af7128564240d,bdep_a18dc62a616257d69b7a8577,10/14/2020,582.58,IRS              HIST RTN   201014 270068731185464 WILDFLOWER FOUNDATION,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_2929976d5ad8a5d50770e5e8,bdep_e8cb7936fe2026a60436f3d8,10/31/2018,401.75,STRIPE           TRANSFER                          X 201810311,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_294d6925b264acbbd1ee4284,bdep_a9f112b5675a17f8ed8fb80e,3/31/2021,518.88,STRIPE           TRANSFER          ST-O5I2H3W8E0W9 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_29fc01a9f9a10fb8b29296bd,bdep_4413af6333282b78d65f5d07,3/21/2025,500000,TRANSFER FROM BRK ****9888 REF# 572640258,intercompany_transfer,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_2a47301414cc1dbb11eb6ab6,bdep_825c08434512b88d2768f880,3/10/2021,430.78,STRIPE           TRANSFER          ST-J1J4D9M3P9E8 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_2ae206e0f975d47246f81937,bdep_df0adc49940369c29ac3b6e8,7/30/2020,359.5,STRIPE           TRANSFER          ST-O3B1M2W8T3K3 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_2b0507dbbb0aa7fa6eff01c6,bdep_11c6ba3bbc3ee215deea9e5f,12/17/2018,8500,ATM CHECK DEPOSIT              ON              12/17 3030 NICOLLET AVE         MINNEAPOLIS   MN  0004057           ATM I,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_2c3043ca9d38ed837b5c7cb8,bdep_4f46cfcf39e491757d5574e1,11/15/2018,275.23,STRIPE           TRANSFER                          X 201811151,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_2d739a4b899e7eda4ac8dc5b,bdep_2b38556ce3064cb0e30a9bef,3/22/2022,17500,WT SEQ155219 THE WILDFLOWER LOAN FUN /ORG=                                            SRF#    OW00002059567142 TRN#22032,loan,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_2e95e92dec63e36389382713,bdep_2f40c390de00427653bf8b3e,4/23/2020,970.4,STRIPE           TRANSFER          ST-N4N3S7N6T6Z2 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_2eda911b8bdc303a2dbb3abf,bdep_1477e20b00b543a037be9707,5/31/2024,500000,TRANSFER FROM BRK ****9888 REF# 526894339,intercompany_transfer,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_2f3f58c5ce2d00d7f4fc6073,bdep_8c27986cee9fe4d611256aa8,2/9/2024,90000,ONLINE TRANSFER Q3 GRANT REF #BB0M6YQZBJ,intercompany_transfer,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_2fd243e378cba0e3a5d014d7,bdep_692b89625a2d09e55d3f5ee4,3/3/2020,485.2,STRIPE           TRANSFER          ST-A5R9R7A8W6K3 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_3036df1b986937276790a5fb,bdep_c5cf45e643668e15284fbaf1,11/26/2025,2982,ATM CHECK DEPOSIT              ON              11/26 1505 W Lake St            Minneapolis   MN  0007419           ATM I,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_303cefbc1166f339e32ce936,bdep_17406d26d26029dfef23dc6f,5/3/2021,45000,WT SEQ227684 THE WILDFLOWER LOAN FUN /ORG=                                            SRF#    OW00001346882377 TRN#21050,loan,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_30f9c1c5adf2100b090ca268,bdep_9e535d1747386098bc25bf5e,7/8/2020,726.74,STRIPE           TRANSFER          ST-O1D1M5S0W6I4 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_323f7f6faa77ba949d9f4126,bdep_e6bcd540148a915269538d07,7/8/2025,132.66,GUSTO            TAX 933929 250708 6semk559e3r     The Wildflower Foundat,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_332f1975f27889b955dd1a5a,bdep_4fa21e028f761f2380454b4f,3/25/2022,100000,WT SEQ#96821 THE WILDFLOWER LOAN FUN /ORG=                                            SRF#    OW00002066747306 TRN#22032,loan,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_3427dd27c8444978a9c17786,bdep_9a93b2f5d5cf25db4b037982,1/22/2025,300000,TRANSFER FROM BRK ****9888 REF# 563621860,intercompany_transfer,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_34b6a66e5a4249c8e6bb99d1,bdep_a073d1ed18799fb89ac2e944,4/6/2021,485.2,STRIPE           TRANSFER          ST-J3Q1U4R6M0D4 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_3553ba9ed857f25fb8eb2981,bdep_a60303ac8c976c4e691a2511,11/22/2019,96.8,STRIPE           TRANSFER          ST-N6E3S2Z2N7Q1 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_35824dbfb970701374223b30,bdep_7e568ef9f7076323b8f7cb65,10/27/2025,54,ESSP             HIST RTN   251027 872188        1             333487The,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_36492f5618adfd26e7e75004,bdep_9a1f013f713abe6a90915103,5/13/2020,1455.6,STRIPE           TRANSFER          ST-T1N8I8B5N9N2 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_365758668441af5ba5bd63ba,bdep_8b995b7a94499ce188f44ac5,6/27/2019,447.81,STRIPE           TRANSFER          ST-H0L2T7T9I7O3 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_36c4c5924de27d158ada3383,bdep_a18c95245e49dc683db695b1,9/27/2022,85000,Morgan Stanley   ACH CREDIT 220926 10120855313qe92 The Wildflower Foundat,loan,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
CONFLICT_prior_excluded_owner_included,deposit_exclusion,bdep_36f4096e6f5ee4beca23d492,bdep_72572e0bac753fa054a1b302,5/20/2019,400000,WT SEQ127670 PROPEL NONPROFITS       /ORG=PROPEL NONPROFITS                           SRF#    GW00000024901629 TRN#19052,loan,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,LOAN_FUNDS
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_3757c87e73ab3fb6f1712095,bdep_40430c0db01bae1a9358f78f,9/2/2020,2023.17,STRIPE           TRANSFER          ST-X6J8L4C3C2R2 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_399d26cbdcf8887017a147c0,bdep_96e045ef043cdf0d847a4671,7/9/2020,487.58,STRIPE           TRANSFER          ST-R9D6R0W8G0J4 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_39c733732585e26b4ae4f565,bdep_18fd28224b968e1fb1790f56,2/24/2023,15,MBI              SETL       230223 MED-I-BANK      MED-I-BANK,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_3a07aac183040e733c7c854d,bdep_c311017b666f29a80b620ec9,5/20/2020,1154.59,STRIPE           TRANSFER          ST-Q9O2M9F1R1F3 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_3a395eded78bc5a52d0d9d45,bdep_1bb1a5acbd0dd9a11f7075b9,11/19/2020,9.92,STRIPE           TRANSFER          ST-R9U4G4L9C8G2 THE WILDFLOWER FOUNDAT,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
CONFLICT_prior_excluded_owner_included,deposit_exclusion,bdep_3a607909d8cb3e2e3e9143e6,bdep_9b17f4aa932aea4c931b4ad9,4/10/2017,100000,WT FED#03370 VANGUARD GRP INC R /ORG=SEPANDAR KAMVAR SRF# 100526140 TRN#170410111061 RFB# SD0217100P000009,loan,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,DONATION
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_3a6d6144b40921a01d510eec,bdep_971b8e5c703f6991a7dd053e,10/29/2018,28.83,STRIPE           TRANSFER                          X 201810292,earned_income,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
UNCATEGORIZED_prior_exclusion_not_reapplied,deposit_exclusion,bdep_3a9142fcc8605941f9653036,bdep_5f121e4a94b14befe21bcc46,10/17/2018,1633.82,eDeposit in Branch/Store 10/17/18 09:16:49 AM 4712 CHICAGO AVE MINNEAPOLIS MN 7365,expense_refund,"reviewed: componentless deposit, all QB accounts non-donation (0185)",,
CONFLICT_prior_excluded_owner_included,deposit_exclusion,bdep_3cd12fedfad583293a864ae3,bdep_1824fde126459f43413ce717,11/26/2025,31702.02,ONLINE TRANSFER JULY 2025 PAYROLL REIMBURSEMENT REF #BB0VTQT7G5,intercompany_transfer,reviewed: internal online transfer csp/payroll/nonpayroll (0176),,CSP
