bank_deposit_id,deposit_amount,deposit_date,deposit_memo,reason,decision_source,created_by_user_id,note,qbo_accounts,qbo_payers,qbo_evidence
"bdep_8bb5442d15ef3eff2be12423","6314.55","2021-03-11T00:00:00.000Z","STRIPE           TRANSFER          ST-C9Y5L0D5Q3S0 THE WILDFLOWER FOUNDAT","earned_income","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","4020 Services - Earned Income | BUSINESS CHECKING (XXXXXX 8945)","Stripe","[{""source"":""deposit_qbo_components"",""id"":""dqc_-wZbFt5HD5-5d_eu6PPaK"",""staged_payment_id"":""-wZbFt5HD5-5d_eu6PPaK"",""qb_deposit_id"":""14789"",""qb_entity_type"":""deposit"",""qb_entity_id"":""14789"",""amount"":""6314.55"",""date_received"":""2021-03-11T00:00:00.000Z"",""payer"":""Stripe"",""accounts"":[""4020 Services - Earned Income"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""Spo - Embracing Equity (deleted)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""STRIPE           TRANSFER          ST-C9Y5L0D5Q3S0 THE WILDFLOWER FOUNDAT""}]"
"bdep_8bc92310474a8b1da496f751","7462.36","2025-02-10T00:00:00.000Z","Minnesota Wildfl Receivable        016JCNQDC3MW3MB 016JCNQDC3MW3MB Minnesota Wildfl Bill.com Multip","membership","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","Network Membership Fees (School SItes)","Minnesota Wildflower Montessori School","[{""source"":""deposit_qbo_components"",""id"":""dqc__LtlVEecubzlAH-C9acvQ"",""staged_payment_id"":""_LtlVEecubzlAH-C9acvQ"",""qb_deposit_id"":""32461"",""qb_entity_type"":""payment"",""qb_entity_id"":""31918"",""amount"":""7462.36"",""date_received"":""2025-02-07T00:00:00.000Z"",""payer"":""Minnesota Wildflower Montessori School"",""accounts"":[""Network Membership Fees (School SItes)""],""items"":[""School Contributions""],""raw_reference"":""P25020601 - 3251067"",""line_description"":""Multiple invoices"",""transaction_memo"":""Multiple invoices""}]"
"bdep_8bf1c087adfa0cddc8852d44","853.00","2017-07-12T00:00:00.000Z","ATM CHECK DEPOSIT 07/12 4712 CHICAGO AVE S MINNEAPOLIS MN 5819T 7365","loan","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","1600 Loans to Schools | BUSINESS CHECKING (XXXXXX 8945)","Snowdrop","[{""source"":""deposit_qbo_components"",""id"":""dqc_1XWy2dfZWEX9xLm4-6Oow"",""staged_payment_id"":""1XWy2dfZWEX9xLm4-6Oow"",""qb_deposit_id"":""1069"",""qb_entity_type"":""deposit"",""qb_entity_id"":""1069"",""amount"":""853.00"",""date_received"":""2017-07-12T00:00:00.000Z"",""payer"":""Snowdrop"",""accounts"":[""1600 Loans to Schools"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""New School Support (deleted)""],""raw_reference"":""ATM CHECK DEPOSIT 07/12 4712 CHICAGO AVE S MINNEAPOLIS MN 5819T 7365"",""line_description"":""ATM CHECK DEPOSIT 07/12 4712 CHICAGO AVE S MINNEAPOLIS MN 5819T 7365"",""transaction_memo"":""ATM CHECK DEPOSIT 07/12 4712 CHICAGO AVE S MINNEAPOLIS MN 5819T 7365""}]"
"bdep_8c08d8045258d03e6a2f8f79","3750.00","2024-02-09T00:00:00.000Z","The Sunlight Loa Bill.com          025NCPVALBSF8T4 The Sunlight Loan Fund, LLC Bill.com 025NCPVALBS","interest","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","Interest Earned","The Sunlight Loan Fund, LLC","[{""source"":""deposit_qbo_components"",""id"":""dqc_x4WC-J1RfpSDATUnDUXNJ"",""staged_payment_id"":""x4WC-J1RfpSDATUnDUXNJ"",""qb_deposit_id"":""27613"",""qb_entity_type"":""payment"",""qb_entity_id"":""27545"",""amount"":""3750.00"",""date_received"":""2024-02-09T00:00:00.000Z"",""payer"":""The Sunlight Loan Fund, LLC"",""accounts"":[""Interest Earned""],""classes"":[""National (deleted):Loans (deleted)""],""items"":[""INTEREST""],""raw_reference"":""P24020702 - 3641225"",""line_description"":""Inv Int Payment - Q1 2024"",""transaction_memo"":""Inv Int Payment - Q1 2024""}]"
"bdep_8d61917cd56ca9a680d12e38","937.66","2022-09-14T00:00:00.000Z","BUSINESS CHECKIN Expensify         E16644059       BUSINESS CHECKING","expense_refund","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","7008 All Other Expenditures:Uncategorized Expenditure | BUSINESS CHECKING (XXXXXX 8945)","","[{""source"":""deposit_qbo_components"",""id"":""dqc_AqzswE7yjcCeSI_WfH0Ad"",""staged_payment_id"":""AqzswE7yjcCeSI_WfH0Ad"",""qb_deposit_id"":""21603"",""qb_entity_type"":""deposit"",""qb_entity_id"":""21603"",""amount"":""937.66"",""date_received"":""2022-09-14T00:00:00.000Z"",""accounts"":[""7008 All Other Expenditures:Uncategorized Expenditure"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""National (deleted):Foundation General (deleted)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""BUSINESS CHECKIN Expensify         E16644059       BUSINESS CHECKING""}]"
"bdep_8d91b5ee40f1b453f34956ec","2911.20","2021-01-14T00:00:00.000Z","STRIPE           TRANSFER          ST-L0A2P6Q6I6L3 THE WILDFLOWER FOUNDAT","earned_income","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","4020 Services - Earned Income | BUSINESS CHECKING (XXXXXX 8945)","Stripe","[{""source"":""deposit_qbo_components"",""id"":""dqc_riY-qKVzvUfI89Dk0JvSE"",""staged_payment_id"":""riY-qKVzvUfI89Dk0JvSE"",""qb_deposit_id"":""14341"",""qb_entity_type"":""deposit"",""qb_entity_id"":""14341"",""amount"":""2911.20"",""date_received"":""2021-01-14T00:00:00.000Z"",""payer"":""Stripe"",""accounts"":[""4020 Services - Earned Income"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""Spo - Embracing Equity (deleted)""],""raw_reference"":""Charge - Delaney, Shah, Blake, Jones, Chin, Sarikaya"",""line_description"":""Charge - Delaney, Shah, Blake, Jones, Chin, Sarikaya"",""transaction_memo"":""Charge - Delaney, Shah, Blake, Jones, Chin, Sarikaya""}]"
"bdep_8ef387579debc1f7212bc8e2","485.20","2019-03-25T00:00:00.000Z","STRIPE           TRANSFER                          X","earned_income","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","4020 Services - Earned Income | BUSINESS CHECKING (XXXXXX 8945)","dina.amsterdam@wildflowerschools.org (deleted)","[{""source"":""deposit_qbo_components"",""id"":""dqc_bwbYABx0kWVnvCLQe73AE"",""staged_payment_id"":""bwbYABx0kWVnvCLQe73AE"",""qb_deposit_id"":""6682"",""qb_entity_type"":""deposit"",""qb_entity_id"":""6682"",""amount"":""485.20"",""date_received"":""2019-03-25T00:00:00.000Z"",""payer"":""dina.amsterdam@wildflowerschools.org (deleted)"",""accounts"":[""4020 Services - Earned Income"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""Existing School Support (deleted)""],""raw_reference"":""STRIPE           TRANSFER                          X"",""line_description"":""STRIPE           TRANSFER                          X"",""transaction_memo"":""STRIPE           TRANSFER                          X""}]"
"bdep_8f07204872fd2efe1b11bae6","1347.33","2026-01-27T00:00:00.000Z","Roxbury Roots Mo Receivable        016EJQHSU3ZNMOI 016EJQHSU3ZNMOI Roxbury Roots Mo Bill.com Inv TW","membership","rule_derived","","reviewed: affiliated-school membership (name-confirmed; 0176)","1503 Pledges/Services Receivable","Roxbury Roots Montessori, Inc.","[{""source"":""bank_deposit_qbo_register"",""id"":""bdqr_bdep_8f07204872fd2efe1b11bae6"",""bank_transaction_id"":""bnk_3577b6f95abc5c96ca854884"",""amount"":""1347.33"",""txn_date"":""2026-01-26T00:00:00.000Z"",""txn_type"":""Payment"",""ref_no"":""P26012302 - 3001706"",""payer"":""Roxbury Roots Montessori, Inc."",""accounts"":[""1503 Pledges/Services Receivable""],""memo"":""Inv TWF - Dec 10 Invoice"",""reconciliation_status"":""Reconciled""}]"
"bdep_8f1c203c969142acb01d36dd","480.20","2021-03-17T00:00:00.000Z","STRIPE           TRANSFER          ST-T8N5L4E9W1Z0 THE WILDFLOWER FOUNDAT","earned_income","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","4020 Services - Earned Income | BUSINESS CHECKING (XXXXXX 8945)","Stripe","[{""source"":""deposit_qbo_components"",""id"":""dqc_Y7gkcGGTVR3gyqDwd3Llk"",""staged_payment_id"":""Y7gkcGGTVR3gyqDwd3Llk"",""qb_deposit_id"":""15234"",""qb_entity_type"":""deposit"",""qb_entity_id"":""15234"",""amount"":""480.20"",""date_received"":""2021-03-17T00:00:00.000Z"",""payer"":""Stripe"",""accounts"":[""4020 Services - Earned Income"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""Spo - Embracing Equity (deleted)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""STRIPE           TRANSFER          ST-T8N5L4E9W1Z0 THE WILDFLOWER FOUNDAT""}]"
"bdep_8f36f00246804318e571a12f","454.55","2025-04-28T00:00:00.000Z","Bergamot Montess Bill.com          026EWLNVR1DFX8W Bergamot Montessori Bill.com 026EWLNVR1DFX8W Inv","membership","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","Network Membership Fees (School SItes)","Bergamot Montessori Inc.","[{""source"":""deposit_qbo_components"",""id"":""dqc_A_adWkHshBXlYOylRxo_i"",""staged_payment_id"":""A_adWkHshBXlYOylRxo_i"",""qb_deposit_id"":""33555"",""qb_entity_type"":""payment"",""qb_entity_id"":""33053"",""amount"":""454.55"",""date_received"":""2025-04-25T00:00:00.000Z"",""payer"":""Bergamot Montessori Inc."",""accounts"":[""Network Membership Fees (School SItes)""],""items"":[""School Contributions""],""raw_reference"":""P25042202 - 1332187"",""line_description"":""Inv 17-TWF"",""transaction_memo"":""Inv 17-TWF""}]"
"bdep_8f3a8f9766683708093614ef","653.68","2025-01-29T00:00:00.000Z","Sundrops Montess Receivable        016ZHQUDB3MGIS6 016ZHQUDB3MGIS6 Sundrops Montess Bill.com Inv 17","membership","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","Network Membership Fees (School SItes)","Sundrops Montessori School","[{""source"":""deposit_qbo_components"",""id"":""dqc_vo-cnm2IwNlFYxkWxPDTD"",""staged_payment_id"":""vo-cnm2IwNlFYxkWxPDTD"",""qb_deposit_id"":""32448"",""qb_entity_type"":""payment"",""qb_entity_id"":""31737"",""amount"":""653.68"",""date_received"":""2025-01-28T00:00:00.000Z"",""payer"":""Sundrops Montessori School"",""accounts"":[""Network Membership Fees (School SItes)""],""items"":[""School Contributions""],""raw_reference"":""P25012001 - 9876393"",""line_description"":""Inv 1734800475842"",""transaction_memo"":""Inv 1734800475842""}]"
"bdep_8f6a6463c18a92aced48482b","545.45","2024-09-26T00:00:00.000Z","Rain Lily Montes Receivable        016INNJHG3HW7AK 016INNJHG3HW7AK Rain Lily Montes Bill.com Inv 79","membership","rule_derived","","reviewed: affiliated-school membership (name-confirmed; 0176)","","",""
"bdep_8fe2935f0482ef3c7ca92e4c","153.07","2019-10-31T00:00:00.000Z","STRIPE           TRANSFER          ST-Q7P7E5T3W1P8 THE WILDFLOWER FOUNDAT","earned_income","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","4020 Services - Earned Income | BUSINESS CHECKING (XXXXXX 8945)","Stripe","[{""source"":""deposit_qbo_components"",""id"":""dqc_x9TnEnQR3PeRMktWocXWL"",""staged_payment_id"":""x9TnEnQR3PeRMktWocXWL"",""qb_deposit_id"":""9436"",""qb_entity_type"":""deposit"",""qb_entity_id"":""9436"",""amount"":""153.07"",""date_received"":""2019-10-31T00:00:00.000Z"",""payer"":""Stripe"",""accounts"":[""4020 Services - Earned Income"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""Spo - Embracing Equity (deleted)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""STRIPE           TRANSFER          ST-Q7P7E5T3W1P8 THE WILDFLOWER FOUNDAT""}]"
"bdep_8ff553e3b45a2fb245a8cc6e","80693.73","2025-07-18T00:00:00.000Z","The Sunlight Loa Receivable        016NBSCBU3SSHT1 016NBSCBU3SSHT1 The Sunlight Loa Bill.com Inv 11","loan_repayment","rule_derived","","reviewed: affiliated-school loan_repayment (name-confirmed; 0176)","1503 Pledges/Services Receivable","The Sunlight Loan Fund, LLC","[{""source"":""bank_deposit_qbo_register"",""id"":""bdqr_bdep_8ff553e3b45a2fb245a8cc6e"",""bank_transaction_id"":""bnk_ff0752b99f818e93af2c707f"",""amount"":""80693.73"",""txn_date"":""2025-07-17T00:00:00.000Z"",""txn_type"":""Payment"",""ref_no"":""P25071602 - 2994288"",""payer"":""The Sunlight Loan Fund, LLC"",""accounts"":[""1503 Pledges/Services Receivable""],""memo"":""Inv 11-SL-June2025"",""reconciliation_status"":""Reconciled""}]"
"bdep_900b3c00623f925ba029e38f","656.80","2020-07-10T00:00:00.000Z","STRIPE           TRANSFER          ST-B0Y6X2E4A0P6 THE WILDFLOWER FOUNDAT","earned_income","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","4020 Services - Earned Income | BUSINESS CHECKING (XXXXXX 8945)","Stripe","[{""source"":""deposit_qbo_components"",""id"":""dqc_wATBtucpB2OHHvSiTT-7Y"",""staged_payment_id"":""wATBtucpB2OHHvSiTT-7Y"",""qb_deposit_id"":""12887"",""qb_entity_type"":""deposit"",""qb_entity_id"":""12887"",""amount"":""656.80"",""date_received"":""2020-07-10T00:00:00.000Z"",""payer"":""Stripe"",""accounts"":[""4020 Services - Earned Income"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""Spo - Embracing Equity (deleted)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""STRIPE           TRANSFER          ST-B0Y6X2E4A0P6 THE WILDFLOWER FOUNDAT""}]"
"bdep_90489391b76b6ef979a75ba4","3750.00","2024-04-04T00:00:00.000Z","The Sunlight Loa Bill.com          014UMKJUKTVQM4G The Sunlight Loan Fund, LLC Bill.com 014UMKJUKTV","loan","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","Loan Fund Servicing","The Sunlight Loan Fund, LLC","[{""source"":""deposit_qbo_components"",""id"":""dqc_ZvMwgXreC_fP0WqKUaPND"",""staged_payment_id"":""ZvMwgXreC_fP0WqKUaPND"",""qb_deposit_id"":""28147"",""qb_entity_type"":""payment"",""qb_entity_id"":""28097"",""amount"":""3750.00"",""date_received"":""2024-04-04T00:00:00.000Z"",""payer"":""The Sunlight Loan Fund, LLC"",""accounts"":[""Loan Fund Servicing""],""items"":[""Loan Fund Servicing:Loan Fund Servicing""],""raw_reference"":""P24040202 - 4532472"",""line_description"":""Inv 79252461-16-Q324"",""transaction_memo"":""Inv 79252461-16-Q324""}]"
"bdep_904ce3d752e983bf033cdc95","4188.00","2023-03-08T00:00:00.000Z","ATM CHECK DEPOSIT              ON              03/08 1505 W Lake St            Minneapolis   MN  0007251           ATM ID 6991J    CARD 7365","expense_refund","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","7007 All Other Expenditures:Legal | BUSINESS CHECKING (XXXXXX 8945)","Winthrop & Weinstine, PA","[{""source"":""deposit_qbo_components"",""id"":""dqc_CxVGiM66_OLcLu2J2vKaZ"",""staged_payment_id"":""CxVGiM66_OLcLu2J2vKaZ"",""qb_deposit_id"":""24064"",""qb_entity_type"":""deposit"",""qb_entity_id"":""24064"",""amount"":""4188.00"",""date_received"":""2023-03-08T00:00:00.000Z"",""payer"":""Winthrop & Weinstine, PA"",""accounts"":[""7007 All Other Expenditures:Legal"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""National (deleted):Foundation General (deleted)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""ATM CHECK DEPOSIT              ON              03/08 1505 W Lake St            Minneapolis   MN  0007251           ATM ID 6991J    CARD 7365""}]"
"bdep_9077fb4450ed37f69074ef4e","4623.55","2026-05-18T00:00:00.000Z","Minnesota Wildfl Receivable        016XANTZJ440Z31 016XANTZJ440Z31 Minnesota Wildfl Bill.com Inv TW","membership","rule_derived","","reviewed: affiliated-school membership (name-confirmed; 0176)","1503 Pledges/Services Receivable","Minnesota Wildflower Montessori School","[{""source"":""bank_deposit_qbo_register"",""id"":""bdqr_bdep_9077fb4450ed37f69074ef4e"",""bank_transaction_id"":""bnk_26a1475b4063543fa90a46c4"",""amount"":""4623.55"",""txn_date"":""2026-05-15T00:00:00.000Z"",""txn_type"":""Payment"",""ref_no"":""P26051401 - 1169192"",""payer"":""Minnesota Wildflower Montessori School"",""accounts"":[""1503 Pledges/Services Receivable""],""memo"":""Inv TWF - May Invoice034"",""reconciliation_status"":""Reconciled""}]"
"bdep_9084f28edfcd5a5345525353","666.67","2025-09-08T00:00:00.000Z","Desert Peach Mon Bill.com          026UUENVY1KIUI8 Desert Peach Montessori School Bill.com 026UUENV","membership","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","Network Membership Fees (School SItes)","Desert Peach Montessori","[{""source"":""deposit_qbo_components"",""id"":""dqc_PD7k3eMx1f820xgkbIzHY"",""staged_payment_id"":""PD7k3eMx1f820xgkbIzHY"",""qb_deposit_id"":""35924"",""qb_entity_type"":""payment"",""qb_entity_id"":""35169"",""amount"":""666.67"",""date_received"":""2025-09-05T00:00:00.000Z"",""payer"":""Desert Peach Montessori"",""accounts"":[""Network Membership Fees (School SItes)""],""items"":[""School Contributions""],""raw_reference"":""P25090202 - 5327298"",""line_description"":""Inv FY26TWF - Invoice  57"",""transaction_memo"":""Inv FY26TWF - Invoice  57""}]"
"bdep_90a872693d6e92a1745a4fd3","2500.00","2020-07-30T00:00:00.000Z","ASTER MONTESSORI AUGUST2020                        Wildflower Foundation","loan","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","1600 Loans to Schools | BUSINESS CHECKING (XXXXXX 8945)","Aster - Customer","[{""source"":""deposit_qbo_components"",""id"":""dqc_XMMTIMC4bFs0OLo9J6lBq"",""staged_payment_id"":""XMMTIMC4bFs0OLo9J6lBq"",""qb_deposit_id"":""12930"",""qb_entity_type"":""deposit"",""qb_entity_id"":""12930"",""amount"":""2500.00"",""date_received"":""2020-07-30T00:00:00.000Z"",""payer"":""Aster - Customer"",""accounts"":[""1600 Loans to Schools"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""National (deleted)""],""raw_reference"":""Aster Loan payment, made by mistake. Repaid thru Bill.com"",""line_description"":""Aster Loan payment, made by mistake. Repaid thru Bill.com"",""transaction_memo"":""Aster Loan payment, made by mistake. Repaid thru Bill.com""}]"
"bdep_91477ce3bef87d519a80d4a6","35500.00","2022-08-16T00:00:00.000Z","WT SEQ#54881 THE WILDFLOWER LOAN FUN /ORG=                                            SRF#    OW00002440548120 TRN#220816054881  RFB#    OW00002440548120","intercompany_transfer","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","1008 Checking (Previously LF1) | BUSINESS CHECKING (XXXXXX 8945)","LOAN FUND 1","[{""source"":""deposit_qbo_components"",""id"":""dqc_UCYpYvA6cPsE6mPAoOIx9"",""staged_payment_id"":""UCYpYvA6cPsE6mPAoOIx9"",""qb_deposit_id"":""21211"",""qb_entity_type"":""deposit"",""qb_entity_id"":""21211"",""amount"":""35500.00"",""date_received"":""2022-08-16T00:00:00.000Z"",""payer"":""LOAN FUND 1"",""accounts"":[""1008 Checking (Previously LF1)"",""BUSINESS CHECKING (XXXXXX 8945)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""WT SEQ#54881 THE WILDFLOWER LOAN FUN /ORG=                                            SRF#    OW00002440548120 TRN#220816054881  RFB#    OW00002440548120""}]"
"bdep_91fae22772d2afae4478938c","67.36","2019-08-12T00:00:00.000Z","STRIPE           TRANSFER          ST-M6O9D8C0M8I8 THE WILDFLOWER FOUNDAT","earned_income","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","4020 Services - Earned Income | BUSINESS CHECKING (XXXXXX 8945)","Stripe","[{""source"":""deposit_qbo_components"",""id"":""dqc_SZ--sWEytM4NxxhXDOq82"",""staged_payment_id"":""SZ--sWEytM4NxxhXDOq82"",""qb_deposit_id"":""8597"",""qb_entity_type"":""deposit"",""qb_entity_id"":""8597"",""amount"":""67.36"",""date_received"":""2019-08-12T00:00:00.000Z"",""payer"":""Stripe"",""accounts"":[""4020 Services - Earned Income"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""Spo - Embracing Equity (deleted)""],""raw_reference"":""STRIPE           TRANSFER          ST-M6O9D8C0M8I8 THE WILDFLOWER FOUNDAT"",""line_description"":""STRIPE           TRANSFER          ST-M6O9D8C0M8I8 THE WILDFLOWER FOUNDAT"",""transaction_memo"":""STRIPE           TRANSFER          ST-M6O9D8C0M8I8 THE WILDFLOWER FOUNDAT""}]"
"bdep_92aeae664541954d7a03549c","868.27","2019-07-10T00:00:00.000Z","COBRA TRUST ACCT BASICPacif                        COBRA REMIT","expense_refund","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","2002 Benefit Liability | BUSINESS CHECKING (XXXXXX 8945)","","[{""source"":""deposit_qbo_components"",""id"":""dqc_GnlV1mqET_LhGbxHM5j5s"",""staged_payment_id"":""GnlV1mqET_LhGbxHM5j5s"",""qb_deposit_id"":""8172"",""qb_entity_type"":""deposit"",""qb_entity_id"":""8172"",""amount"":""868.27"",""date_received"":""2019-07-10T00:00:00.000Z"",""accounts"":[""2002 Benefit Liability"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""Overhead (deleted)""],""raw_reference"":""COBRA TRUST ACCT BASICPacif                        COBRA REMIT"",""line_description"":""COBRA TRUST ACCT BASICPacif                        COBRA REMIT"",""transaction_memo"":""COBRA TRUST ACCT BASICPacif                        COBRA REMIT""}]"
"bdep_9311705d56470cb84fcb53fc","552.48","2023-08-11T00:00:00.000Z","BASIC            BASICCOBRA 230811                 The Wildflower Foundat","expense_refund","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","2002 Benefit Liability | BUSINESS CHECKING (XXXXXX 8945)","","[{""source"":""deposit_qbo_components"",""id"":""dqc_3UWijK65SOlqS-WNRzqky"",""staged_payment_id"":""3UWijK65SOlqS-WNRzqky"",""qb_deposit_id"":""25731"",""qb_entity_type"":""deposit"",""qb_entity_id"":""25731"",""amount"":""552.48"",""date_received"":""2023-08-11T00:00:00.000Z"",""accounts"":[""2002 Benefit Liability"",""BUSINESS CHECKING (XXXXXX 8945)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""BASIC            BASICCOBRA 230811                 The Wildflower Foundat""}]"
"bdep_939240e4a0f8506264791473","304992.62","2021-05-04T00:00:00.000Z","WT SEQ153259 THE WILDFLOWER LOAN FUN /ORG=                                            SRF#    0009532124196888 TRN#210504153259  RFB#","loan","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","2102 Due to (from) Loan Funds:Due to (from) Loan Fund II | BUSINESS CHECKING (XXXXXX 8945)","LOAN FUND II","[{""source"":""deposit_qbo_components"",""id"":""dqc_Qt12P8swfQCbFlCoalpki"",""staged_payment_id"":""Qt12P8swfQCbFlCoalpki"",""qb_deposit_id"":""15603"",""qb_entity_type"":""deposit"",""qb_entity_id"":""15603"",""amount"":""304992.62"",""date_received"":""2021-05-04T00:00:00.000Z"",""payer"":""LOAN FUND II"",""accounts"":[""2102 Due to (from) Loan Funds:Due to (from) Loan Fund II"",""BUSINESS CHECKING (XXXXXX 8945)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""WT SEQ153259 THE WILDFLOWER LOAN FUN /ORG=                                            SRF#    0009532124196888 TRN#210504153259  RFB#""}]"
"bdep_946a0f01294f805e4588a81d","1622.16","2025-06-06T00:00:00.000Z","Snowdrop Montess Receivable        016FYFGJI3R9HA5 016FYFGJI3R9HA5 Snowdrop Montess Bill.com Multip","membership","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","Network Membership Fees (School SItes)","Snowdrop Montessori School Inc","[{""source"":""deposit_qbo_components"",""id"":""dqc_YB81BCzfJkNOuLqSeOqJH"",""staged_payment_id"":""YB81BCzfJkNOuLqSeOqJH"",""qb_deposit_id"":""34457"",""qb_entity_type"":""payment"",""qb_entity_id"":""33740"",""amount"":""1622.16"",""date_received"":""2025-06-05T00:00:00.000Z"",""payer"":""Snowdrop Montessori School Inc"",""accounts"":[""Network Membership Fees (School SItes)""],""items"":[""School Contributions""],""raw_reference"":""P25060202 - 1760433"",""line_description"":""Multiple invoices"",""transaction_memo"":""Multiple invoices""}]"
"bdep_95658011367beacbd44eb386","126.81","2020-06-24T00:00:00.000Z","STRIPE           TRANSFER          ST-J5X7B9J3U5R6 THE WILDFLOWER FOUNDAT","earned_income","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","4020 Services - Earned Income | BUSINESS CHECKING (XXXXXX 8945)","Stripe","[{""source"":""deposit_qbo_components"",""id"":""dqc_PKw7paGX0NkL3wh74DH8y"",""staged_payment_id"":""PKw7paGX0NkL3wh74DH8y"",""qb_deposit_id"":""12231"",""qb_entity_type"":""deposit"",""qb_entity_id"":""12231"",""amount"":""126.81"",""date_received"":""2020-06-24T00:00:00.000Z"",""payer"":""Stripe"",""accounts"":[""4020 Services - Earned Income"",""BUSINESS CHECKING (XXXXXX 8945)""],""classes"":[""Spo - Embracing Equity (deleted)""],""raw_reference"":""BUSINESS CHECKING (XXXXXX 8945)"",""line_description"":""STRIPE           TRANSFER          ST-J5X7B9J3U5R6 THE WILDFLOWER FOUNDAT""}]"
"bdep_957337732bd5942422f2f9a4","12040.00","2023-01-13T00:00:00.000Z","Wild Rose Montes Bill.com          025TIFBOVPE946M Wild Rose Montessori School Bill.com 025TIFBOVPE","membership","rule_derived","","reviewed: componentless deposit, all QB accounts non-donation (0185)","Network Membership Fees (School SItes)","Wild Rose Montessori School Inc","[{""source"":""deposit_qbo_components"",""id"":""dqc_81nsxkgs2sEeu2mId_rVI"",""staged_payment_id"":""81nsxkgs2sEeu2mId_rVI"",""qb_deposit_id"":""22898"",""qb_entity_type"":""payment"",""qb_entity_id"":""22720"",""amount"":""12040.00"",""date_received"":""2023-01-13T00:00:00.000Z"",""payer"":""Wild Rose Montessori School Inc"",""accounts"":[""Network Membership Fees (School SItes)""],""classes"":[""National (deleted):Foundation General (deleted)""],""items"":[""School Contributions""],""raw_reference"":""P23010702 - 4029292"",""line_description"":""Inv #79252289"",""transaction_memo"":""Inv #79252289""}]"
